date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
12/14/2005,109.71176,101.52733,84.56809,107.51474,94.10128,101.35011,121.71772,87.4565,102.44281,81.03817,86.83867,106.59027,88.77524,87.26035,89.6639,85.98436,97.35479,106.48058,122.57557,112.6383,137.47801,88.08821,123.88343,142.61496
12/15/2005,113.20017,99.89105,90.19647,93.001,93.73982,98.9579,75.28796,123.45901,86.99041,99.44192,130.46112,108.81317,90.47026,88.08774,88.49043,115.44746,77.01258,142.45736,108.72554,116.05117,130.38617,111.35777,167.24109,158.2813
12/16/2005,126.10473,94.96599,87.44414,83.3162,85.35166,99.80727,139.16012,125.81422,110.74563,125.41578,119.07744,91.29669,89.23809,99.17486,83.79124,87.2846,74.39712,165.17718,127.38567,123.10579,122.98007,111.21217,173.79956,138.72434
12/17/2005,141.41733,73.19841,88.87533,77.67059,81.98552,92.29924,65.72554,122.42682,124.70952,144.01079,116.54854,133.2573,120.34299,93.04618,91.00043,94.49151,70.13884,120.64645,127.78413,124.8269,130.38115,115.33978,151.2605,131.32743
12/18/2005,107.7145,85.38637,77.49131,76.4912,74.25119,81.49334,79.1512,97.23405,119.41936,129.67113,121.21106,124.07086,101.28688,100.9648,113.98551,103.63871,90.71665,111.23038,99.24996,114.39038,119.1781,139.73819,129.39506,113.89634
12/19/2005,104.01998,121.15521,91.00031,94.08503,116.20175,86.12044,94.22865,107.58109,152.57245,126.37026,106.00342,125.213,111.27886,118.13136,98.56286,111.87713,93.26092,150.84858,122.79104,129.68249,208.74028,140.38693,133.52241,111.63739
12/20/2005,119.82042,55.95096,16.80212,113.75887,18.64443,70.6984,58.07443,22.55376,86.09682,109.36438,94.32617,121.97148,105.86577,113.81422,108.85114,99.32206,59.81453,118.76395,103.20392,113.51696,105.73723,101.51683,170.3065,119.95109
12/21/2005,51.83337,89.97039,95.31296,50.60797,60.68644,86.38289,72.07603,92.09938,109.41396,103.11042,96.06711,122.13095,101.90034,78.12415,91.76056,76.52995,69.67727,80.37807,101.47963,77.72334,74.62598,95.73923,133.7767,90.38271
12/22/2005,59.96426,91.75774,21.08445,11.02591,10.44993,65.77602,80.2951,67.56247,46.37802,88.51522,76.56904,76.291,80.81755,71.91829,34.39424,59.39652,46.89657,104.392,97.05465,54.65335,62.74452,55.60197,62.15254,60.57331
12/23/2005,38.33422,71.9251,10.7951,-0.009,12.58265,80.82222,51.88154,60.70324,74.44401,61.87892,64.36802,60.51337,50.9454,42.80598,23.23566,53.30256,46.64808,106.88695,97.60254,73.29483,86.70371,66.51821,62.98596,47.19236
12/24/2005,66.89689,19.24728,26.14633,28.81384,40.04461,67.86366,31.7587,2.47707,31.15161,41.70198,50.88821,19.78727,64.01372,60.79003,65.62391,17.47038,27.8393,64.14959,62.99372,59.13202,64.96053,62.32404,48.72656,37.30618
12/25/2005,79.69922,88.18943,63.12647,25.97262,11.07923,101.06729,98.68276,36.20565,4.54723,29.46563,38.44048,65.6161,56.88053,89.43236,85.57983,39.75458,59.39554,71.43967,9.7448,26.57096,62.26067,76.57804,60.69985,95.6165
12/26/2005,18.82963,3.99425,-10.6767,-1.06986,19.27457,114.35701,155.63266,3.37861,1.71866,56.34286,45.90183,54.87559,50.6516,49.5617,63.81574,50.36966,43.57422,111.86586,52.66392,64.39106,78.60993,67.71196,20.44937,41.11436
12/27/2005,68.89603,89.26482,4.70405,46.83768,-6.16105,22.15037,11.90242,5.31745,36.97095,24.88967,38.15559,49.28254,46.02814,55.93502,51.55612,8.1366,7.02902,52.19348,49.15376,50.58613,49.63979,107.46832,119.6928,84.95741
12/28/2005,27.76318,20.4489,0.26681,-0.009,24.38181,39.96536,-3.29883,-4.6394,83.8709,53.90415,60.44042,22.91169,51.17918,61.27188,45.30406,27.77369,26.51855,69.67798,63.15888,57.54393,58.35378,45.35608,40.1981,64.19062
12/29/2005,33.86091,-0.65279,-8.82996,31.09174,-0.21654,1.9059,10.58143,3.04943,9.70875,45.28603,50.50741,55.47499,57.57159,34.99799,52.97866,44.81184,25.88332,80.2751,64.63356,66.56073,80.20347,62.83644,70.65726,48.54782
12/30/2005,31.10575,38.4546,5.43754,10.47537,4.48018,14.80817,14.18082,1.75956,18.03212,26.43212,29.16974,30.001,42.75012,45.43818,46.88323,52.10024,38.64749,56.36544,63.47028,51.64809,55.65991,58.47104,74.91581,45.25822
12/31/2005,58.22381,52.1571,35.611,39.74216,28.29817,66.71369,33.33183,6.07177,17.93622,12.97288,31.425,3.53328,45.52601,70.78691,68.41781,52.24765,28.31479,113.17716,86.15563,71.66005,42.37461,22.80356,35.81437,93.57401
1/1/2006,37.25535,4.65374,11.09854,1.09419,-0.009,-0.009,28.57418,44.81873,1.00084,27.62683,44.49504,42.65485,48.12748,26.64632,50.96885,44.66644,22.1997,47.41207,40.01757,54.01928,46.78795,42.01279,80.43905,14.67491
1/2/2006,12.24565,7.35514,-0.00024,23.74639,23.79284,17.39208,12.97307,14.78926,-7.53634,57.70058,99.12095,147.12401,170.5128,105.81116,56.93196,59.04518,99.89859,163.04352,172.09599,141.93659,202.0844,64.10325,50.28389,10.18596
1/3/2006,46.73188,94.55333,26.6985,-5.87649,20.63181,49.1773,180.25091,20.87592,63.48459,165.76686,62.47403,56.47136,53.70287,51.10743,6.9019,3.08601,-3.89671,45.53992,52.56565,66.70881,66.56993,51.1117,71.4499,108.73719
1/4/2006,22.36405,0.001,0.001,5.83164,71.83674,116.27435,62.79768,69.29271,50.84583,38.16854,9.08808,57.50255,44.79446,61.3426,59.05225,57.50245,28.53581,79.01482,135.98431,99.71856,29.27486,52.67822,54.78007,56.21154
1/5/2006,33.60656,88.86148,2.78388,20.71947,0.80601,40.66908,58.40482,34.63159,35.88757,54.54183,67.88556,62.94629,68.21568,75.38673,25.89137,27.01367,31.44428,89.68789,65.10765,59.1004,51.01848,72.54399,96.15318,34.07059
1/6/2006,28.8223,35.77658,-0.009,-0.009,-0.009,13.69995,44.78577,39.43249,23.57188,66.49205,44.09713,91.83501,105.16013,86.26089,95.23925,62.90282,48.35547,88.69153,71.02041,51.19065,56.58516,45.40466,46.41443,51.3498
1/7/2006,65.00379,78.85617,50.56102,3.81758,93.64784,32.27778,19.29765,-8.86112,-4.95141,5.17698,17.74846,28.53518,-14.27589,-11.91582,1.91282,-9.79758,11.06274,36.03782,51.1827,-17.08132,5.76733,-13.68943,24.63921,57.67082
1/8/2006,68.75209,51.02186,49.001,57.26058,42.42339,43.87268,24.0091,20.5989,41.23178,29.02634,58.0465,8.53931,51.81979,17.81803,42.48605,66.93851,27.78392,38.23745,53.05748,52.9101,54.64511,65.30306,37.58887,57.49458
1/9/2006,18.00639,37.9436,6.89348,-0.009,27.72548,13.12413,49.3309,63.37923,52.73018,51.64258,47.19213,55.21094,42.73319,41.1346,35.76351,13.64234,-1.75334,27.30382,52.05976,53.17,62.38869,52.49099,70.35636,34.62797
1/10/2006,47.07289,20.45675,34.14278,41.91887,39.39164,92.08067,68.58357,85.52336,55.24845,49.22849,43.48347,54.3393,66.76503,58.27138,64.32343,55.82087,31.02651,64.48589,81.08287,60.3332,63.81723,46.74828,78.14919,102.26303
1/11/2006,3.62135,7.401,-0.3673,34.62981,38.0395,1.60772,83.48388,76.25203,41.81421,49.70328,66.65792,32.15119,35.25176,24.26668,42.52929,12.71641,30.81275,37.64467,51.26046,42.6493,51.66045,42.99466,34.10945,38.1626
1/12/2006,-2.30956,25.31974,-3.40005,2.065,37.63101,47.56801,121.4676,74.42314,31.13537,44.01793,8.17534,34.37761,1.90897,15.80511,21.3795,-11.34547,11.97345,42.45324,52.78931,49.04649,52.45773,26.19147,37.28614,73.63913
1/13/2006,37.71954,30.64286,-2.07177,27.33273,37.53813,51.42839,45.16786,44.07315,39.43543,42.42275,7.58858,10.92992,-2.57165,52.84978,64.07035,43.30825,20.11415,138.79122,103.46504,68.71535,52.9316,25.80141,44.83781,52.31146
1/14/2006,47.26602,46.34325,30.36749,26.52665,14.3393,32.16744,-15.36615,-28.68991,-0.93714,14.86479,7.92517,13.7924,36.48186,22.5561,12.59113,-8.93515,8.19079,18.94648,27.02584,40.59101,36.08647,22.37305,33.90728,72.36517
1/15/2006,33.4784,39.01322,-7.18903,-7.83253,7.70591,-1.60189,22.82309,-21.72181,27.64582,12.42587,8.99945,-12.89604,-4.18712,0.57794,7.13171,-8.41985,5.05978,46.93461,38.92268,32.13588,49.22711,68.6559,66.57114,67.14136
1/16/2006,42.93261,42.39339,39.42875,37.87674,44.70782,30.04021,46.28777,46.42584,80.62933,49.63783,53.43012,55.411,55.411,40.43693,49.08294,60.001,91.95861,82.85212,111.28448,81.09183,82.31418,62.8907,121.02374,25.65143
1/17/2006,21.64938,11.2528,-4.38292,18.14689,30.4142,40.74755,54.55334,69.44103,60.001,46.31357,42.33111,45.16291,21.62115,44.80788,19.79891,13.86728,60.33377,62.6338,51.78671,49.10433,55.55689,82.81462,107.35782,47.6443
1/18/2006,2.54536,7.22547,3.14318,-0.00745,8.23971,77.39732,118.03103,61.4205,51.83469,44.3183,50.82099,37.9635,23.92695,42.94241,49.55803,27.29315,30.29407,63.56597,54.7356,45.36004,50.71928,55.1133,122.67302,11.02764
1/19/2006,-1.66757,27.5843,-4.10563,-4.0934,16.10984,15.91084,52.31519,47.11555,37.7762,51.04235,58.14257,61.208,49.12211,42.5048,39.72204,27.19481,9.77574,61.76296,45.11987,59.61372,56.22273,62.29985,142.0898,67.73044
1/20/2006,26.03083,39.49302,39.001,39.001,67.29007,147.20361,114.4184,59.57064,145.3015,91.29899,75.25796,56.236,81.7973,60.79878,62.2867,53.39655,62.16809,102.61613,103.14442,66.53911,45.59614,47.84979,41.7622,97.66843
1/21/2006,33.66765,45.24667,50.001,23.04715,40.001,30.80366,28.40972,13.73912,52.00967,49.07974,34.12727,50.001,45.79939,41.33129,47.87586,30.78286,5.84596,19.3075,48.41799,41.19724,52.11851,52.04551,37.9024,48.27207
1/22/2006,45.47866,16.46844,30.00638,46.25747,15.36368,-7.4814,28.64358,20.45923,50.66045,38.14774,1.61596,35.59266,34.52353,37.20352,19.31189,-0.34323,5.21918,31.64697,61.48514,48.07366,30.01831,26.77279,58.2459,3.92532
1/23/2006,31.68641,33.54415,10.70739,49.57824,24.04641,16.69209,36.75868,31.61137,45.51873,59.86517,41.59332,34.97193,48.70611,53.59511,50.16955,53.64923,39.57676,111.3552,127.91721,56.21425,66.1598,56.28053,50.34554,46.10455
1/24/2006,22.71579,42.50564,50.001,19.49737,40.78481,67.36654,224.91503,60.31012,58.49188,57.53296,59.38557,56.45474,52.79878,54.26181,50.7303,51.94933,45.36328,44.47924,58.20668,14.2918,50.92569,63.95598,82.97227,44.04906
1/25/2006,36.27873,21.01492,48.76168,23.49048,43.23926,29.24823,102.97545,72.74604,39.72998,45.68997,47.06796,25.81916,39.04447,51.81228,36.51646,11.609,19.30454,65.34085,100.08195,55.11786,66.50812,52.83627,54.60686,74.02163
1/26/2006,19.0754,27.39396,37.87693,21.16545,30.58022,63.32925,127.36022,57.95451,23.88308,-2.80103,41.94502,50.79335,48.82063,49.79431,31.61561,17.81422,22.69979,108.07794,98.56735,52.86717,49.45044,42.05333,61.63624,25.3634
1/27/2006,20.8316,18.28958,3.53191,-0.85741,20.3102,39.45122,33.25539,54.05494,33.15759,45.49957,45.83463,44.80841,46.54273,33.78092,20.23202,4.29233,5.25517,48.67859,58.19089,34.08672,52.66301,49.46522,114.94174,26.79491
1/28/2006,13.72821,21.07892,6.4193,48.001,17.20669,19.24627,-2.60466,12.35666,41.02801,40.27984,47.21872,33.31668,16.2611,4.0805,13.17218,2.99345,-0.25406,49.02247,95.02092,35.20843,48.39976,55.41193,43.47453,109.73705
1/29/2006,19.10715,57.81973,12.8821,36.61369,18.09596,21.32242,9.18944,10.37044,63.34401,55.02392,41.15949,39.87421,29.41187,29.11207,48.40267,1.96819,4.43092,13.21354,45.7717,46.10388,49.27042,52.35841,52.7677,59.74272
1/30/2006,26.41159,34.13815,2.40996,33.50029,24.50687,30.98079,40.80279,43.84152,45.34031,40.86566,35.001,45.27299,33.30723,27.90168,45.16854,52.73328,-0.2868,1.49147,72.12876,38.11868,45.85892,35.45771,19.89689,33.09425
1/31/2006,17.86517,44.93134,2.01571,12.86247,16.86798,59.35925,218.40231,50.31251,66.51674,49.69334,36.54656,40.60265,46.30061,49.39096,12.14929,21.23248,13.03366,56.04074,72.69821,45.60028,48.67187,36.60594,29.81165,33.57403
2/1/2006,7.48196,15.7647,31.62135,26.20986,8.58878,18.02036,26.30903,54.9988,44.20504,47.13722,47.57371,37.83118,35.07885,34.42916,9.21731,32.54091,20.2791,44.79583,53.96093,51.48974,42.96067,21.24387,29.59669,32.21807
2/2/2006,22.19217,0.75934,-0.10519,2.42047,28.33765,24.33804,41.19469,101.45626,30.08482,33.76622,65.8853,52.28009,39.54221,45.13086,38.8261,40.8629,8.27727,23.4891,60.19305,39.19826,38.63827,40.26061,27.52722,63.27465
2/3/2006,11.87463,-0.999,0.73097,64.11703,46.96348,49.61497,49.39751,65.33089,16.27536,-0.0047,17.76104,41.86305,44.15108,57.19898,60.54039,69.01205,56.04936,61.08085,126.28643,73.97096,79.10995,37.2238,31.12488,9.96359
2/4/2006,55.92256,60.39537,24.50874,40.2751,37.99117,32.99634,-4.61074,15.55739,45.97964,25.01285,49.10312,31.49031,5.82348,17.22071,19.08655,0.07358,-0.40672,78.57848,55.66008,41.86392,44.67773,26.33692,78.2497,48.09271
2/5/2006,47.51447,12.28284,23.33205,20.46158,2.12224,20.69288,28.22911,9.37992,40.459,51.74228,23.63512,37.22109,38.64933,28.73707,30.20587,10.76098,-0.39269,18.63788,40.1004,43.44934,43.29155,33.92532,14.45508,10.4288
2/6/2006,-10.11112,49.33874,12.11866,-1.63669,35.18783,11.73722,31.53941,46.48468,6.04288,25.61543,37.35917,41.69963,15.28477,26.90748,23.75298,27.9642,23.47007,86.85607,55.92516,38.5142,49.59745,28.10253,27.29028,41.57595
2/7/2006,44.001,47.69902,40.91286,44.19563,27.53279,41.35881,32.00878,62.26306,31.11952,35.13202,36.97014,35.63524,37.20475,37.001,19.82841,3.42643,12.53933,66.58529,90.10141,68.34304,71.85677,38.48757,34.40116,28.16421
2/8/2006,33.1489,36.10971,12.58477,-0.009,36.75728,33.57823,45.08628,37.49708,26.2685,26.97903,35.52734,35.32584,24.75062,35.001,36.00559,30.8963,25.32935,71.21821,61.15729,69.67019,62.25388,46.32129,42.582,44.74292
2/9/2006,7.53426,18.34089,20.4066,12.24819,27.24855,39.21905,45.80782,29.80821,45.24059,33.11464,42.38995,38.01765,36.89232,42.29974,37.53934,36.20233,45.72936,21.85632,52.44511,26.17455,38.18049,20.79338,47.23384,25.88579
2/10/2006,-5.81925,42.38177,28.57343,16.69119,33.05579,46.54876,45.67123,41.92507,48.81136,36.13493,47.06477,44.24725,46.44272,48.241,43.04401,47.61617,47.29388,60.77048,52.70086,31.24202,39.4675,41.69114,55.21147,48.31664
2/11/2006,71.71753,47.21107,50.001,43.00194,40.74719,47.85372,30.5878,44.69247,37.55001,40.63528,38.97801,35.91956,43.64955,34.37127,36.95747,35.15185,17.47952,6.84249,36.80379,32.50865,34.79318,41.03181,44.34886,56.31126
2/12/2006,56.38965,44.94807,45.17427,40.001,40.001,50.36836,45.77524,40.81306,45.66073,44.89589,40.86395,44.40334,39.47619,43.9642,45.58223,48.54334,-1.23938,13.76236,44.36492,46.29831,46.24268,44.46321,54.30033,52.24496
2/13/2006,15.89257,47.81908,38.93216,10.77793,43.11416,46.16995,25.3434,24.72879,50.90721,18.99993,19.94807,44.90501,28.73433,31.32398,35.26827,35.4849,20.10689,8.32524,56.60208,72.85178,41.8997,39.54861,53.26995,54.70635
2/14/2006,69.51367,52.19241,44.31905,38.19936,44.83995,43.05307,35.96004,18.07293,-3.10546,31.92672,32.001,32.001,32.44408,32.49685,26.54006,10.22409,1.49449,7.81802,41.64383,37.11044,53.56532,39.83805,48.61563,53.69275
2/15/2006,35.45925,36.2691,6.56015,27.99381,7.21428,36.87519,27.39211,49.20226,41.81631,40.72922,33.5435,40.42552,46.28843,45.04136,52.34253,50.32522,38.28665,22.56916,72.66677,55.26534,57.13746,50.0371,82.99224,59.94156
2/16/2006,53.86569,48.72227,47.88647,52.001,50.50458,39.74249,105.12735,52.70783,60.41889,58.961,44.10348,45.85386,58.33873,43.59242,41.26722,42.63605,42.09231,46.33165,69.46028,37.00357,47.64128,50.60826,29.51249,47.8666
2/17/2006,35.02993,39.64923,45.75854,50.57912,55.31216,49.8856,38.45823,32.28816,44.25418,35.42949,36.1908,38.1287,42.22597,50.99068,38.83733,52.26044,53.57951,52.59172,57.24439,33.13665,35.99613,41.32928,31.79995,34.79974
2/18/2006,39.2322,29.59772,29.04721,26.07276,32.43686,43.02106,19.25603,10.49921,49.31148,40.51946,45.50642,52.001,45.04981,43.2399,43.22157,38.15618,39.7183,38.54715,52.39461,48.45193,47.5392,49.74135,45.38753,46.789
2/19/2006,34.87752,49.7522,36.02661,45.04561,37.13361,49.16934,28.21854,45.39842,50.99735,42.71664,40.67004,39.82866,37.97976,35.73146,35.18508,32.95507,19.25654,11.22425,54.75272,49.54085,53.5626,59.65879,51.53032,48.09556
2/20/2006,44.62587,48.19115,43.71615,49.637,54.0076,46.52727,50.83773,50.50743,47.12049,47.0772,51.0271,51.8958,46.25202,47.09748,45.13448,41.51812,44.68439,32.39223,71.08792,58.04513,54.42985,46.60379,43.75443,46.11112
2/21/2006,41.56256,37.80196,39.11009,38.76397,47.08318,53.26388,82.45766,59.39254,65.2498,67.2377,47.80126,55.86796,49.62512,44.73151,42.78623,37.3367,39.00822,77.33554,82.19141,85.02995,99.05329,52.35347,137.82905,47.26017
2/22/2006,38.29101,42.72068,44.91738,47.36893,48.18558,64.50388,53.17965,69.56818,62.78935,49.78528,44.001,44.001,42.25504,41.60584,35.678,34.64524,34.56748,28.23123,50.51037,44.97029,46.0907,31.29118,95.18891,58.5897
2/23/2006,39.78634,44.72774,34.92687,39.40097,40.84382,36.9815,81.10673,58.05355,48.40875,43.75186,41.91385,32.90549,40.45289,41.21614,42.84406,33.40985,7.10135,27.03639,46.73712,43.66854,39.16531,31.48718,40.53881,45.10841
2/24/2006,37.55821,48.91687,32.93043,7.79253,44.07081,31.46085,38.10112,28.75892,-6.9931,37.82603,31.64058,41.56221,39.70233,12.78392,21.56128,-0.93775,-11.30388,33.86477,45.4174,39.09955,40.21785,34.65532,63.92884,39.92538
2/25/2006,21.51837,14.72603,44.73828,40.18913,37.48789,27.45561,44.61265,39.41234,38.94277,-1.999,28.13209,23.91035,25.4131,8.72709,21.37124,9.05941,11.8813,7.05665,36.92384,37.02619,27.84916,27.35063,40.70113,49.79556
2/26/2006,22.63356,9.36306,12.97378,9.47988,-0.70919,4.43801,7.34749,22.85724,43.20023,33.98041,43.42989,36.19053,42.07365,50.88431,39.17761,35.87824,35.62522,20.25705,45.60874,46.31967,40.0679,32.4242,38.97785,66.31244
2/27/2006,-4.77641,38.28192,5.01298,-17.999,15.24309,27.93755,33.91617,28.25545,29.44228,21.26815,37.11439,38.34763,36.84011,17.60898,16.52459,37.73179,29.93192,43.84403,33.16277,4.23302,53.27786,55.97715,99.90346,20.05312
2/28/2006,82.94704,38.53303,52.38593,47.97238,47.38734,26.84643,37.80215,43.42408,36.32763,44.05301,35.19401,37.62524,28.23309,36.37656,42.67923,31.01695,30.28217,2.99332,34.1926,45.32596,42.79722,37.93215,112.20353,40.54973
3/1/2006,86.78435,44.25707,33.4991,7.98784,50.74183,39.76983,19.82741,40.72486,33.01356,35.86106,30.91902,29.41725,41.74907,35.09769,26.29481,27.00715,23.62367,28.96238,78.55372,38.99315,41.27132,22.78301,30.91058,9.67237
3/2/2006,30.42495,-1.23272,38.19732,4.12317,1.28861,40.02441,48.94611,52.06961,42.63658,40.90857,41.99177,32.91784,45.00573,35.01258,36.83254,36.92179,38.23406,76.24662,52.97155,43.77949,51.85111,43.84031,14.10431,48.31461
3/3/2006,33.60364,42.57691,41.091,34.50874,16.71028,36.01941,39.57528,74.3003,91.67205,54.30933,51.56736,57.52568,55.30733,48.95261,50.81227,39.05531,41.41604,40.06854,43.07885,43.55501,34.95724,48.47322,90.68834,23.09643
3/4/2006,62.60677,43.4624,48.001,47.768,47.49285,55.0157,70.52441,61.86993,125.69986,41.91135,46.9886,44.34692,33.48213,35.33075,23.34798,13.68162,11.16003,33.33569,98.50198,37.61264,37.83898,37.63221,29.9996,36.99166
3/5/2006,41.36384,5.65723,16.28887,33.16474,17.43799,13.33294,38.4554,37.64503,47.30697,43.48808,41.001,29.66985,41.001,37.84165,44.28147,25.67774,30.41725,32.59859,31.01891,24.59078,30.44437,63.93142,9.99969,46.42201
3/6/2006,66.006,28.08415,27.8668,36.37474,14.28388,23.17985,53.29208,78.33036,153.17887,98.38385,63.48631,53.00744,56.56585,47.48058,56.77793,49.31981,58.6219,82.17171,47.15042,37.35524,143.48411,75.01262,98.58701,42.99154
3/7/2006,26.95548,34.98058,7.54865,18.02174,6.67758,35.95957,24.44865,40.04137,33.19352,35.99355,35.86451,36.57717,39.47684,35.34187,37.20919,34.94158,27.76886,43.8613,102.78253,45.09727,54.34136,44.43087,42.29665,40.94456
3/8/2006,32.8857,4.6506,5.53191,34.12709,15.70448,22.66071,41.37564,47.60408,34.67625,31.58902,21.78163,45.92575,57.39075,43.54003,40.68417,36.65691,27.09578,58.70521,124.44839,55.99326,52.38964,44.7648,24.03863,36.13506
3/9/2006,16.69955,19.67098,28.92645,36.65978,26.84633,31.80808,60.06834,53.47182,29.17073,32.31869,78.5709,109.37903,30.83628,32.39749,71.14303,41.08527,80.17714,83.58456,104.06524,37.08929,76.72892,86.65949,40.14392,29.68247
3/10/2006,42.80107,34.94296,38.93995,40.93336,39.54931,28.70662,84.7981,49.31642,44.84166,36.3245,110.00031,53.15368,63.18466,40.97932,35.69504,117.51787,70.97348,96.65347,113.49713,100.19735,127.38021,73.15341,149.31498,54.83556
3/11/2006,44.32106,42.00855,39.53866,40.28868,38.87408,36.56785,10.77529,40.99368,55.85081,46.04034,45.021,42.25242,29.91288,25.73281,25.31601,25.14116,5.17214,30.94415,57.65109,44.57108,37.67645,32.90632,32.2188,40.63105
3/12/2006,34.69567,17.26978,21.54951,24.69746,28.85579,11.54394,23.67512,30.36862,44.09256,44.39979,45.38627,46.34552,42.69342,46.15847,46.1599,46.001,47.22763,40.48133,58.54432,48.42012,50.62414,35.03761,20.14063,35.07711
3/13/2006,134.44178,45.63535,45.92419,37.37818,33.01513,59.49773,51.67815,40.90489,34.99059,34.71194,33.51825,27.46191,26.001,31.20655,38.66831,24.74028,20.18801,16.70067,85.30557,56.2082,45.49117,117.44473,44.13069,52.2908
3/14/2006,34.89535,38.55176,41.71428,34.97571,39.17626,39.0859,32.01037,41.61932,39.53318,45.41747,43.37647,50.51503,35.71008,38.79817,28.25263,37.65164,26.71834,21.62113,77.36023,42.87539,41.08007,42.68382,35.04234,35.5771
3/15/2006,19.01781,44.73327,24.06584,45.95525,33.02261,20.14306,116.4707,34.38105,31.1753,44.20991,43.48158,46.8431,41.69822,41.441,39.84905,36.28039,34.10226,27.66186,123.93006,73.68599,44.58523,42.32587,85.84503,59.7428
3/16/2006,19.06586,53.04259,40.97719,16.48103,16.66433,41.89665,43.82644,33.92758,51.13466,41.301,39.65884,36.98233,39.29411,42.10292,27.86079,33.17922,39.61638,45.92372,46.903,39.61561,34.51669,38.83521,42.45415,46.11165
3/17/2006,0.3396,37.52527,36.78533,28.0458,29.43426,107.89172,89.42645,41.75631,34.04569,59.46602,39.89793,41.67683,39.93889,27.85428,46.40996,56.9913,26.32796,28.88218,47.66107,38.1657,58.3885,128.83736,51.82908,228.81121
3/18/2006,46.69806,39.4065,45.20347,39.39384,35.94301,38.88366,7.30804,40.00436,11.78309,10.49924,38.90319,23.84615,7.17953,43.64931,34.37026,120.40073,44.65862,28.53297,65.46048,39.64421,30.93884,32.63316,112.40465,43.29111
3/19/2006,34.6095,48.84168,38.001,35.89951,35.58984,37.65349,-13.05999,24.88278,-5.59434,-15.51984,11.99404,18.33479,-13.12055,-1.40422,32.26673,34.53913,2.51294,5.76592,35.12794,56.60189,49.85005,33.28947,23.86687,43.80161
3/20/2006,33.17732,42.7117,36.74423,35.03927,19.54283,80.99137,86.29275,57.44974,45.35839,45.73188,44.73639,42.96154,40.8364,39.47918,42.82926,44.8675,37.39085,116.09056,135.94827,47.20626,50.62194,42.8502,48.80108,77.94634
3/21/2006,38.12935,44.81397,34.52043,41.02682,38.96054,9.91375,16.52583,33.69122,22.35107,27.0048,36.91179,34.40724,32.66744,22.17767,15.99426,32.87176,16.5715,27.75052,48.84772,49.5248,47.52382,29.42121,35.87947,62.4887
3/22/2006,43.72908,37.28703,42.16632,22.63403,65.06471,47.72909,130.33146,47.81795,41.11992,34.50383,38.8961,38.31025,38.92843,39.80338,34.71612,36.10025,34.39135,31.63543,246.21101,42.37306,41.81196,39.79886,22.70498,35.78043
3/23/2006,32.52722,37.57804,32.99188,39.55892,9.55325,22.29749,28.08766,28.67277,20.54333,31.17955,25.33478,43.01527,38.83702,44.58817,83.22789,46.83689,41.29378,53.86254,237.66063,37.87311,48.71314,33.34068,25.72459,58.17355
3/24/2006,18.18269,29.0262,10.60186,1.6699,28.11828,45.7563,35.81409,30.69886,36.36285,42.57507,34.69938,38.08933,46.40018,41.59973,63.29191,34.65069,32.05051,37.94551,28.02648,36.14366,35.78373,38.28582,21.99537,39.02714
3/25/2006,7.46982,12.75777,36.48161,40.001,32.40304,28.63024,-1.94319,34.30183,3.59749,41.29356,2.27581,24.85163,43.60921,36.70061,42.25776,44.91453,31.81766,13.64668,35.0932,37.69046,34.80021,11.78156,2.08377,73.75421
3/26/2006,10.44008,27.09215,3.19017,25.93078,40.001,28.17794,14.38351,46.36254,16.4358,24.29861,-1.61983,22.92235,21.62546,32.70207,30.13619,-3.77546,5.3397,16.23869,39.71167,54.26212,35.17062,35.64882,39.00627,31.87481
3/27/2006,31.62557,40.5723,40.001,20.85911,22.20194,78.4204,31.71804,119.61658,42.86802,45.65662,27.26916,21.06302,31.17448,42.24475,33.99602,37.08558,47.17782,45.65531,41.91768,22.16878,29.06606,49.28913,32.45017,77.06408
3/28/2006,19.65384,30.0178,33.72764,0.44913,15.09981,20.04254,9.07075,53.79249,8.22732,18.67486,45.201,21.1548,17.44767,33.77085,19.86885,43.64595,41.65437,35.60009,26.13494,51.33289,59.83106,46.85112,16.19455,108.44001
3/29/2006,24.33264,44.26412,26.84894,20.001,26.78701,19.14237,29.59889,32.87935,8.7235,20.97501,21.32534,34.15713,37.1729,37.09692,32.8524,21.83141,24.23057,0.13293,30.37578,42.85453,0.33642,13.5234,16.12952,32.04153
3/30/2006,18.01898,27.26861,12.31987,4.62414,2.09949,24.661,20.10314,21.66874,24.39705,21.56731,36.62348,38.4034,39.74998,29.53264,36.80445,38.55555,32.2667,24.8892,79.07807,41.46413,39.07053,37.14161,36.00838,90.1851
3/31/2006,-12.08136,23.43554,11.60358,-26.18855,-3.98429,29.64935,10.62174,27.431,33.12959,40.0784,33.42336,41.49778,42.04505,27.33741,30.76266,40.38356,39.49745,4.64799,33.51285,30.78465,38.55235,25.29954,37.36113,42.54754
4/1/2006,108.37648,32.30359,18.62016,-11.01492,25.001,43.94845,-24.999,21.15499,46.35266,49.9508,22.001,45.12696,31.65861,23.04185,39.94173,32.16039,21.56578,22.63372,43.99692,52.41141,121.52633,48.99186,63.53963,23.2056
